,Population,Children,Age,Income,Outage_sec_perweek,Email,Contacts,Yearly_equip_failure,Tenure,MonthlyCharge,TimelyResponse,TimelyFixes,TimelyReplacements,Reliability,Options,RespectfulResponse,CourteousExchange,ActiveListening,Contract,Churn,Techie,Port_modem,Tablet,Phone,Multiple,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,Area_Rural,Area_Suburban,Area_Urban,Marital_Divorced,Marital_Married,Marital_Never Married,Marital_Separated,Marital_Widowed,Gender_Female,Gender_Male,Gender_Nonbinary,InternetService_DSL,InternetService_Fiber Optic,InternetService_None,PaymentMethod_Bank Transfer(automatic),PaymentMethod_Credit Card (automatic),PaymentMethod_Electronic Check,PaymentMethod_Mailed Check,Bandwidth_GB_Year
4023,1.4184777023113886,-0.5065919164222484,-1.3082713645106987,-0.675102302167226,-0.6119181695304237,-0.0052879506427475865,-1.0058516991026796,-0.6258635316811727,-0.7197055780025093,-0.9935206204951417,0.49067915569344955,0.4783542977305066,0.4990633655784165,-0.48500389479862627,0.4948436788828508,-0.48116458471979834,0.47693122604458105,0.4903839162092966,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,-0.5839677272807522
285,1.54708101131837,-0.5065919164222484,0.7692394438812314,-0.1189288784039227,0.32383389666856416,-1.3272756113296431,0.005867974104602262,-0.6258635316811727,-0.519862064623689,-0.2944590681149615,-0.47294840851206826,-0.48821328709573447,0.4990633655784165,-0.48500389479862627,0.4948436788828508,-1.4487185455478664,-1.4677424785204796,-0.4818284474094517,1,0,0,0,0,1,1,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,-0.6834493518605053
2696,-0.21816570218478612,-0.9723379092716081,0.9141820584202033,0.37083570953431166,0.06987933459572497,0.986202794872424,0.005867974104602262,0.9466579047036832,-0.5077826899438219,0.05503799899080375,-0.47294840851206826,-1.4547808719219755,-1.446602777027496,0.4898783058016274,0.4948436788828508,-0.48116458471979834,-0.4954056262379492,-2.4262531746469485,0,1,0,1,1,1,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,-0.3900259230161451
2939,2.050130592886627,0.4249000692764709,-1.2599571596643748,-1.064433912108341,0.3875746230989115,0.986202794872424,1.0175876473118841,-0.6258635316811727,-1.0361068004561955,-1.3425883770865557,0.49067915569344955,0.4783542977305066,0.4990633655784165,-1.45988609539888,1.4706742426431563,0.48638937610826977,0.47693122604458105,0.4903839162092966,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,-1.1382618090452588
7087,-0.5162537600231665,-0.5065919164222484,1.5422667214224148,0.9289751948571018,0.15444955022221601,-0.3357848658144715,0.005867974104602262,-0.6258635316811727,1.1012396091575911,0.5786477846064317,1.4543067198989672,0.4783542977305066,0.4990633655784165,-0.48500389479862627,-0.48098688487745467,0.48638937610826977,1.4492680783271112,0.4903839162092966,1,0,0,0,1,1,1,0,1,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1.1893338081457394
4799,-0.6323847653549018,-0.9723379092716081,0.7209252390349075,-1.2151720362811251,-0.5097719195807001,-0.3357848658144715,-1.0058516991026796,-0.6258635316811727,-0.7147698212099167,0.6944067596395954,-0.47294840851206826,-1.4547808719219755,-2.4194358483304526,-0.48500389479862627,1.4706742426431563,-0.48116458471979834,-0.4954056262379492,-0.4818284474094517,2,0,1,0,0,1,1,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,-0.8088428433268674
1838,0.6334847671065976,-0.9723379092716081,-1.3565855693570228,-0.4495417760620809,0.3784161428935579,-0.0052879506427475865,1.0175876473118841,-0.6258635316811727,-0.6247374137319438,0.5204732640056996,1.4543067198989672,0.4783542977305066,0.4990633655784165,-1.45988609539888,-0.48098688487745467,0.48638937610826977,0.47693122604458105,1.462596279828045,0,1,0,1,0,0,1,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,-0.6616790316060414
9566,-0.6233769904783353,-0.9723379092716081,0.8175536487275554,-0.7435165633384169,-0.8256798318494634,0.3252089645289763,0.005867974104602262,-0.6258635316811727,1.1117540456258814,-0.003507519483762699,-1.436575972717586,-1.4547808719219755,-0.4737697057245398,0.4898783058016274,0.4948436788828508,1.453943336936338,-0.4954056262379492,0.4903839162092966,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0.926475986845073
7257,0.8441281180663086,0.8906460621258305,-0.5835582918158394,-0.5385727318260435,-0.1083031571415322,-1.3272756113296431,1.0175876473118841,-0.6258635316811727,1.0598210042682228,1.5716952854019142,-0.47294840851206826,-0.48821328709573447,-0.4737697057245398,-1.45988609539888,0.4948436788828508,-0.48116458471979834,-0.4954056262379492,-0.4818284474094517,2,0,0,0,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1.1245526463193207
301,-0.6681387025572738,-0.5065919164222484,-1.6464707984349665,0.044992213375709286,0.014788097788193824,0.6557058797007002,0.005867974104602262,0.9466579047036832,-0.8833440544224327,-0.7598091929486548,1.4543067198989672,1.4449218825567476,1.4718964368813727,0.4898783058016274,-0.48098688487745467,1.453943336936338,0.47693122604458105,-0.4818284474094517,1,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,-0.9610263605022326
9582,-0.04001963135668851,0.4249000692764709,-1.6464707984349665,-0.7599156587019359,0.40370435787092074,-1.3272756113296431,0.005867974104602262,-0.6258635316811727,0.17803676430212473,-0.8193954430145611,1.4543067198989672,0.4783542977305066,0.4990633655784165,0.4898783058016274,0.4948436788828508,0.48638937610826977,-0.4954056262379492,-0.4818284474094517,2,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0.09508474872562779
3755,-0.18982585661158818,-0.04084592357288879,-0.003787833659951896,-1.0028001518421625,0.7593784510393669,0.3252089645289763,-1.0058516991026796,-0.6258635316811727,-1.1632701014966682,-0.061293855817409905,0.49067915569344955,0.4783542977305066,1.4718964368813727,1.4647605064018812,0.4948436788828508,0.48638937610826977,0.47693122604458105,-0.4818284474094517,0,0,1,1,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,-1.3156416807449138
8045,0.9931028564095251,0.8906460621258305,-0.6801867015084874,-1.0076919002461238,-0.4282270373323846,-0.6662817809861953,0.005867974104602262,-0.6258635316811727,1.0422979519942221,0.8728331929921934,-0.47294840851206826,0.4783542977305066,-0.4737697057245398,-0.48500389479862627,1.4706742426431563,0.48638937610826977,-0.4954056262379492,-0.4818284474094517,0,0,0,1,0,1,0,0,1,0,0,1,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1.3094917891461961
3819,-0.6653670795183303,-0.9723379092716081,-0.14873044819892378,-0.6693899429319782,0.47383846087646325,-0.0052879506427475865,0.005867974104602262,0.9466579047036832,-1.22592463830997,-1.5756968836014962,2.417934284104485,1.4449218825567476,1.4718964368813727,-0.48500389479862627,0.4948436788828508,1.453943336936338,0.47693122604458105,0.4903839162092966,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,-1.364164936403302
2032,1.5405676971768527,0.4249000692764709,-1.211642954818051,1.0222028267565204,-1.2954808715056843,-0.6662817809861953,0.005867974104602262,2.519179341088539,-1.2242180184262639,-1.3425883770865557,-0.47294840851206826,0.4783542977305066,0.4990633655784165,-0.48500389479862627,0.4948436788828508,0.48638937610826977,-0.4954056262379492,-1.4540408110282002,2,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,-1.3639280103941045
4228,-0.03593148737424676,0.4249000692764709,-0.6801867015084874,-1.1162416201215861,1.962780998403455,-0.0052879506427475865,2.0293073205191656,2.519179341088539,-0.5721997809316606,2.6785129834749006,0.49067915569344955,1.4449218825567476,1.4718964368813727,-0.48500389479862627,-1.45681744863776,1.453943336936338,1.4492680783271112,0.4903839162092966,0,1,0,0,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,-0.44223591826107045
3320,-0.6611403543839414,-0.9723379092716081,-0.2453588578915717,-0.7384985671142577,1.36451569426399,-0.6662817809861953,0.005867974104602262,0.9466579047036832,-0.7514394951327243,-1.2254344630889422,-0.47294840851206826,0.4783542977305066,-0.4737697057245398,0.4898783058016274,-1.45681744863776,-0.48116458471979834,-1.4677424785204796,-1.4540408110282002,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,-0.8173389807386227
3371,2.973427517734702,2.2878840406739096,0.044526371186372066,1.173760852503174,-0.6562964464664782,-0.3357848658144715,1.0175876473118841,-0.6258635316811727,-0.877360480068072,-0.7602444418509184,-0.47294840851206826,-1.4547808719219755,0.4990633655784165,0.4898783058016274,-0.48098688487745467,-1.4487185455478664,-1.4677424785204796,-0.4818284474094517,2,0,0,1,1,1,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,-0.8489398532115613
3950,-0.5992638700395263,-0.5065919164222484,-0.5352440869695154,0.8213865187814607,1.0077696458054874,-0.9967786961579193,0.005867974104602262,-0.6258635316811727,-1.0401695814305105,0.34564873073143965,-0.47294840851206826,0.4783542977305066,-0.4737697057245398,-0.48500389479862627,0.4948436788828508,-0.48116458471979834,-0.4954056262379492,-0.4818284474094517,1,0,0,1,1,1,1,1,1,0,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,-0.8738749147345016
5571,-0.5276174144828351,0.4249000692764709,-1.2599571596643748,-1.0784740173034426,0.23433206168059145,1.316699710044148,1.0175876473118841,-0.6258635316811727,1.409330523881238,-0.2365089021383282,0.49067915569344955,-0.48821328709573447,-0.4737697057245398,1.4647605064018812,-1.45681744863776,0.48638937610826977,-0.4954056262379492,0.4903839162092966,2,0,0,1,1,1,0,1,0,0,1,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1.3237491850463166
5327,-0.6695245140767456,0.4249000692764709,-0.003787833659951896,-0.5589649464463846,-0.9389928988035334,-0.0052879506427475865,-1.0058516991026796,-0.6258635316811727,0.6877297638609624,-0.2952244215217505,-1.436575972717586,-1.4547808719219755,-0.4737697057245398,1.4647605064018812,0.4948436788828508,-0.48116458471979834,0.47693122604458105,-1.4540408110282002,0,0,0,1,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0.7550416914797238
1891,2.746708753149118,1.3563920549751902,0.7209252390349075,0.5598407537466964,-0.2843658764467627,0.6557058797007002,1.0175876473118841,-0.6258635316811727,-1.03399878415069,-0.2358534904151985,0.49067915569344955,0.4783542977305066,0.4990633655784165,-0.48500389479862627,0.4948436788828508,0.48638937610826977,-0.4954056262379492,-0.4818284474094517,0,1,0,1,0,1,1,1,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,-0.8653817518984734
2282,2.155175106062588,-0.04084592357288879,-1.1633287499717269,-0.9007837566619428,-0.11479873574867677,-0.6662817809861953,0.005867974104602262,0.9466579047036832,-0.9443059220222118,-0.3529269217907562,1.4543067198989672,0.4783542977305066,1.4718964368813727,0.4898783058016274,-0.48098688487745467,0.48638937610826977,0.47693122604458105,-0.4818284474094517,0,0,0,1,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,-1.0638412795399645
8168,-0.02768590883338965,0.4249000692764709,1.204067287498147,-0.9708349839512055,0.066844928241741,0.3252089645289763,-1.0058516991026796,-0.6258635316811727,1.2959185491115317,-0.23701890486489635,-0.47294840851206826,-0.48821328709573447,-1.446602777027496,-1.45988609539888,-0.48098688487745467,-0.48116458471979834,-0.4954056262379492,0.4903839162092966,2,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1.3326062496971258
7345,-0.4895075976973611,0.8906460621258305,-0.19704465304524774,0.008949524595326091,-0.6090181776328728,-0.0052879506427475865,-1.0058516991026796,-0.6258635316811727,1.208890238514811,0.05512416383501806,-0.47294840851206826,-1.4547808719219755,-2.4194358483304526,0.4898783058016274,1.4706742426431563,0.48638937610826977,-0.4954056262379492,-0.4818284474094517,0,0,0,1,1,1,0,1,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1.1827161111869386
5799,-0.6228226658705466,-0.5065919164222484,1.4456383117297669,-1.273172625429529,-1.9943879917912417,-0.0052879506427475865,-1.0058516991026796,0.9466579047036832,1.1855472213889828,-0.5864499510697564,0.49067915569344955,0.4783542977305066,0.4990633655784165,-1.45988609539888,0.4948436788828508,0.48638937610826977,0.47693122604458105,0.4903839162092966,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0.9909365035945596
7643,-0.45853471023716674,-0.5065919164222484,0.3344116002643158,0.3522808262523004,-1.865020126124624,-0.3357848658144715,-1.0058516991026796,-0.6258635316811727,0.6188976836158466,0.0584124005926196,0.49067915569344955,-0.48821328709573447,0.4990633655784165,0.4898783058016274,-0.48098688487745467,-0.48116458471979834,0.47693122604458105,-2.4262531746469485,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0.5621527767343576
3135,1.5048137599744806,-0.04084592357288879,0.7692394438812314,-0.7955547800121359,-0.13907331450826801,0.986202794872424,-1.0058516991026796,-0.6258635316811727,-0.9760019067023236,1.9216363343333425,-0.47294840851206826,0.4783542977305066,1.4718964368813727,-0.48500389479862627,1.4706742426431563,-0.48116458471979834,1.4492680783271112,-2.4262531746469485,1,0,0,1,0,1,1,1,0,0,1,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,-0.9492620210443188
5968,-0.5685681448832263,2.2878840406739096,-1.115014545125403,-1.0126591845649788,-1.0123092640651368,0.6557058797007002,0.005867974104602262,-0.6258635316811727,0.9872123193697604,-0.29552017652756857,1.4543067198989672,0.4783542977305066,-0.4737697057245398,0.4898783058016274,-0.48098688487745467,1.453943336936338,0.47693122604458105,0.4903839162092966,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1.0017630407833638
134,-0.6337705768743737,-0.04084592357288879,0.28609739541799184,1.3036478725069205,-1.5940120343405395,-1.3272756113296431,0.005867974104602262,-0.6258635316811727,-0.9471112202271321,-1.4012191056057117,0.49067915569344955,1.4449218825567476,0.4990633655784165,0.4898783058016274,0.4948436788828508,0.48638937610826977,1.4492680783271112,0.4903839162092966,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,-1.1465395399732419
5702,-0.5476423909392023,-0.9723379092716081,0.7209252390349075,-0.6592830247419754,0.5876068568017013,1.316699710044148,0.005867974104602262,-0.6258635316811727,1.030987425720675,1.747513485632336,-1.436575972717586,-0.48821328709573447,-0.4737697057245398,-0.48500389479862627,0.4948436788828508,0.48638937610826977,-1.4677424785204796,-0.4818284474094517,2,0,0,0,0,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1.242154052245123
2723,-0.26507542211890595,0.8906460621258305,-1.115014545125403,-0.5928610676546947,0.7826859177849207,-0.9967786961579193,-1.0058516991026796,-0.6258635316811727,-0.966810567708471,-0.2948192138759836,0.49067915569344955,0.4783542977305066,0.4990633655784165,-0.48500389479862627,0.4948436788828508,1.453943336936338,1.4492680783271112,1.462596279828045,1,1,1,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,-0.9823449255342591
6395,-0.6730583334513986,-0.04084592357288879,-1.018386135432755,-1.0954479658033123,0.2819685450405919,0.986202794872424,-1.0058516991026796,-0.6258635316811727,0.6457563543424673,1.9219577059144677,-0.47294840851206826,-1.4547808719219755,-0.4737697057245398,1.4647605064018812,-1.45681744863776,-1.4487185455478664,-0.4954056262379492,-0.4818284474094517,0,0,0,1,1,1,1,1,0,1,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0.7511885395744786
2993,0.0077908660650879745,-0.5065919164222484,-1.3082713645106987,2.759606178370154,0.8428699906529801,-0.3357848658144715,0.005867974104602262,-0.6258635316811727,-0.7971350499544679,-0.23659273820296906,-2.4002035369231036,-2.4213484567482166,-1.446602777027496,-0.48500389479862627,-0.48098688487745467,-2.4162725063759347,-2.4400793308030098,-1.4540408110282002,0,1,1,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,-0.6704299148864458
1837,2.19730377625453,-0.9723379092716081,-0.05210203850627586,-0.6160995322888241,1.4001164820507286,0.986202794872424,0.005867974104602262,-0.6258635316811727,-1.1071175259052441,2.15420265438801,0.49067915569344955,0.4783542977305066,1.4718964368813727,0.4898783058016274,-0.48098688487745467,1.453943336936338,-0.4954056262379492,0.4903839162092966,0,1,1,0,0,1,1,1,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,-1.0193631818127118
7351,-0.6625954564793867,0.8906460621258305,0.43104000995696373,-0.8415593438407776,0.4125589101884719,-2.3187663568448147,0.005867974104602262,-0.6258635316811727,1.1088238300386462,-0.2952244215217505,-0.47294840851206826,-0.48821328709573447,-0.4737697057245398,-2.4347682959991337,1.4706742426431563,-1.4487185455478664,-2.4400793308030098,-0.4818284474094517,2,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1.1731347716686338
7132,-0.06558785389094289,-0.04084592357288879,-1.5015281838959946,1.016105340743927,0.23569636841339084,0.3252089645289763,0.005867974104602262,-0.6258635316811727,1.3211865529873639,-1.0512766826943347,-0.47294840851206826,-0.48821328709573447,0.4990633655784165,0.4898783058016274,-0.48098688487745467,0.48638937610826977,-0.4954056262379492,-0.4818284474094517,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1.1943522180581425
3032,-0.620536076863418,-0.04084592357288879,1.7355235408077105,-0.44859208038092907,1.0572274450501609,2.638687370731043,0.005867974104602262,-0.6258635316811727,-1.0292316478772194,0.28736869312823776,1.4543067198989672,-0.48821328709573447,2.444729508184329,0.4898783058016274,-0.48098688487745467,0.48638937610826977,1.4492680783271112,-0.4818284474094517,0,1,0,0,0,1,0,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,-1.1204926774587876
1913,-0.531844139617224,-0.04084592357288879,0.8175536487275554,-1.1114739917655723,-1.2068982469158744,0.3252089645289763,-1.0058516991026796,2.519179341088539,-1.1920746631948276,-1.109227500729249,-0.47294840851206826,-0.48821328709573447,-0.4737697057245398,0.4898783058016274,-1.45681744863776,-1.4487185455478664,-0.4954056262379492,1.462596279828045,0,0,0,1,0,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,-1.371016414878655
5280,1.641177613490504,-0.5065919164222484,-0.4386156772768675,0.6918853348124767,0.9697639582489409,-1.657772526501367,0.005867974104602262,-0.6258635316811727,1.1122233793305483,-0.2948192138759836,1.4543067198989672,-0.48821328709573447,1.4718964368813727,0.4898783058016274,0.4948436788828508,1.453943336936338,1.4492680783271112,-1.4540408110282002,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1.0157173255863956
234,-0.6646048831826208,0.8906460621258305,-1.6464707984349665,0.8601981485171963,0.08291059772345252,0.6557058797007002,2.0293073205191656,-0.6258635316811727,-1.0079826891632853,-1.0514408383664615,-1.436575972717586,-0.48821328709573447,-0.4737697057245398,1.4647605064018812,-0.48098688487745467,0.48638937610826977,-0.4954056262379492,-1.4540408110282002,2,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,-1.081305095548394
9946,0.03585354933439157,2.7536300335232693,-1.5015281838959946,-0.6306651972298057,-0.7172651637239678,0.3252089645289763,0.005867974104602262,-0.6258635316811727,1.3468902316639824,0.6992203470177552,0.49067915569344955,-0.48821328709573447,-1.446602777027496,-0.48500389479862627,-0.48098688487745467,0.48638937610826977,1.4492680783271112,-0.4818284474094517,0,0,1,1,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1.723716285788616
4600,-0.1712559822506663,-0.04084592357288879,-0.6801867015084874,-0.8925570798839889,1.7857974836175843,0.986202794872424,-1.0058516991026796,0.9466579047036832,-0.9139995206064493,-0.06189235216776646,0.49067915569344955,1.4449218825567476,0.4990633655784165,1.4647605064018812,-1.45681744863776,1.453943336936338,-0.4954056262379492,2.4348086434467935,2,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,-0.9346890318121047
2813,0.34163286110584035,-0.04084592357288879,-0.05210203850627586,-0.4221516731384652,-1.7673844892966648,0.986202794872424,-1.0058516991026796,-0.6258635316811727,-0.9850608414012498,-0.5850293955300001,1.4543067198989672,-0.48821328709573447,1.4718964368813727,1.4647605064018812,-0.48098688487745467,-0.48116458471979834,-0.4954056262379492,1.462596279828045,1,0,0,0,0,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,-1.058759142774813
4511,0.0788829970139904,0.4249000692764709,-0.5352440869695154,1.5684590586888265,0.9882493063699455,-0.3357848658144715,-1.0058516991026796,-0.6258635316811727,-0.8002233489329608,-1.2843875179888486,1.4543067198989672,2.4114894673829887,0.4990633655784165,-0.48500389479862627,0.4948436788828508,-0.48116458471979834,0.47693122604458105,-0.4818284474094517,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,-0.885843214443237
4377,-0.5249150820198651,0.8906460621258305,1.2523814923444712,0.03769714621477791,-0.8739534397329582,-0.3357848658144715,0.005867974104602262,-0.6258635316811727,-0.9167194625919158,2.2132694003066886,-0.47294840851206826,0.4783542977305066,0.4990633655784165,-0.48500389479862627,1.4706742426431563,0.48638937610826977,0.47693122604458105,1.462596279828045,2,1,0,0,0,1,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,-0.83834736753926
8959,-0.6574679538573411,-0.04084592357288879,-0.3419872675842196,-0.4945611813387286,-0.021791324691860764,0.6557058797007002,0.005867974104602262,-0.6258635316811727,1.3312532125770675,-1.1095869944319905,1.4543067198989672,0.4783542977305066,-0.4737697057245398,1.4647605064018812,-0.48098688487745467,0.48638937610826977,0.47693122604458105,0.4903839162092966,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1.1708950529766897
